설치읍면동,위도,경도
강원도 원주시 원인동 166-6,37.3407097,127.9442062
강원도 원주시 원인동 148-4,37.3456497,127.952446
강원도 원주시 개운동 283-6,37.3367805,127.9509048
강원도 원주시 개운동 278-2,37.3409729,127.9543152
강원도 원주시 개운동 262-4,37.3361206,127.9545364
강원도 원주시 명륜1동 205-151,37.3407097,127.9472046
강원도 원주시 명륜1동 308-4,37.3403702,127.9398117
강원도 원주시 명륜1동 137-1,37.3418655,127.9508514
강원도 원주시 명륜2동 425,37.333786,127.9438629
강원도 원주시 명륜2동 818-6,37.3300514,127.9436798
강원도 원주시 명륜2동 824-2,37.3298225,127.9430161
강원도 원주시 명륜2동 820-6,37.3297615,127.9445572
강원도 원주시 단구동 74-112,37.3237839,127.9654465
강원도 원주시 단구동 1572-10,37.3218765,127.9479523
강원도 원주시 단구동 1453-22,37.3307944,127.9552155
강원도 원주시 단구동 1610-8,37.3257256,127.9547348
강원도 원주시 단구동 1580-4,37.3231163,127.9490433
강원도 원주시 단구동 33-2,37.3206253,127.9677353
강원도 원주시 단구동 1544-11,37.3237572,127.9428253
강원도 원주시 단구동 143-46,37.3249779,127.9602432
강원도 원주시 단구동 1588-3,37.3216209,127.9516983
강원도 원주시 단구동 495-4,37.3369408,127.9562378
강원도 원주시 단구동 1523-4,37.3276863,127.9452438
강원도 원주시 일산동 187-5,37.350605,127.9437714
강원도 원주시 일산동 341-89,37.3434334,127.9402237
강원도 원주시 일산동 341-102,37.3444939,127.9419174
강원도 원주시 학성동 962-6,37.3574257,127.9417801
강원도 원주시 학성동 470-8,37.3562775,127.9436646
강원도 원주시 단계동 788-1,37.3467865,127.9362793
강원도 원주시 단계동 57-4,37.3598862,127.9380417
강원도 원주시 단계동 820-11,37.3488312,127.9297943
강원도 원주시 단계동 100-7,37.3579521,127.9352646
강원도 원주시 단계동 150-8,37.3570938,127.9343491
강원도 원주시 우산동 207-3,37.3652534,127.9356842
강원도 원주시 우산동 240-8,37.3671989,127.9338837
강원도 원주시 우산동 95-8,37.3647156,127.9391861
강원도 원주시 태장1동 790,37.3576088,127.9537582
강원도 원주시 태장1동 807-46,37.3593178,127.9525833
강원도 원주시 태장1동 129-50,37.3638306,127.9613876
강원도 원주시 태장1동 692-6,37.3607674,127.9544449
강원도 원주시 태장2동 950-6,37.3737564,127.9513702
강원도 원주시 태장2동 2366,37.399044,127.9489594
강원도 원주시 태장2동 934-12,37.3724251,127.9511719
강원도 원주시 태장2동 1358-5,37.3872299,127.9523773
강원도 원주시 태장2동 1378-10,37.3841095,127.9490433
강원도 원주시 봉산동 1188,37.3436356,127.9650269
강원도 원주시 봉산동 901-18,37.344635,127.9601212
강원도 원주시 봉산동 836-1,37.3428192,127.9677124
강원도 원주시 행구동 930-1,37.336689,127.9989471
강원도 원주시 행구동 1061-18,37.3437462,127.9942093
강원도 원주시 행구동 1699-5,37.3398933,127.9745636
강원도 원주시 행구동 1827-5,37.3495979,127.9981613
강원도 원주시 무실동 920,37.3398476,127.9324417
강원도 원주시 무실동 927-7,37.338604,127.9332047
강원도 원주시 무실동 1786-17,37.3364944,127.9326706
강원도 원주시 무실동 1730-7,37.338726,127.928093
강원도 원주시 무실동 881-15,37.3437424,127.9289932
강원도 원주시 반곡관설동 1735-16,37.3179474,127.9611053
강원도 원주시 반곡관설동 1129,37.3190002,127.9734879
강원도 원주시 반곡관설동 685-2,37.3168602,127.9866409
강원도 원주시 반곡관설동 1767-95,37.3324242,127.9624863
강원도 원주시 호저면 무장리 84,37.4202538,127.8983612
강원도 원주시 호저면 무장리 84,37.4202538,127.8983612
강원도 원주시 귀래면 운남리 854-1,37.16185,127.8836136
강원도 원주시 흥업면 매지리 405-1,37.2839813,127.9121857
강원도 원주시 명륜2동 849-6,37.3259201,127.9362717
강원도 원주시 단구동 산 87,37.3234558,127.9535065
강원도 원주시 학성동 1066,37.3521729,127.9351807
강원도 원주시 무실동 1764,37.3397942,127.9194183
강원도 원주시 무실동 1764,37.3397903,127.9194946
강원도 원주시 문막읍 동화리 1474,37.3411217,127.8531799
강원도 원주시 소초면 장양리 353-5,37.4008675,127.967598
강원도 원주시 지정면 안창리 183-2,37.3516121,127.8295364
강원도 원주시 부론면 법천리 1451-2,37.2112808,127.750473
강원도 원주시 귀래면 운계리 1329,37.184124,127.8852081
강원도 원주시 흥업면 사제리 1417-1,37.3444214,127.8799438
강원도 원주시 흥업면 흥업리 557-8,37.2987099,127.9193115
강원도 원주시 판부면 서곡리 2028-19,37.3201828,127.9476776
강원도 원주시 신림면 용암리 1108-1,37.2104454,128.0854492
강원도 원주시 중앙동 560,37.3582497,127.9483871
강원도 원주시 개운동 203,37.3382645,127.9618683
강원도 원주시 명륜1동 12,37.3437691,127.9544449
강원도 원주시 명륜2동 851-16,37.3283501,127.943779
강원도 원주시 단구동 695-48,37.3267708,127.9569244
강원도 원주시 단구동 1591-65,37.3224411,127.9552994
강원도 원주시 일산동 91-4,37.348896,127.9480896
강원도 원주시 학성동 1024-2,37.35569,127.9387436
강원도 원주시 단계동 805,37.3447037,127.9366302
강원도 원주시 우산동 214-3,37.3654594,127.9326706
강원도 원주시 태장1동 1331,37.3553925,127.9646454
강원도 원주시 태장2동 1307-6,37.3771744,127.9482346
강원도 원주시 봉산동 1202,37.3427238,127.9639893
강원도 원주시 행구동 147-4,37.3408318,128.0066223
강원도 원주시 무실동 1856,37.3323822,127.9272079
강원도 원주시 반곡관설동 1665,37.3207741,127.9608917
강원도 원주시 단구동 695-39,37.3273354,127.9575653
강원도 원주시 태장2동 산36,37.3779488,127.9672546
강원도 원주시 신림면 황둔리 373-2,37.2603912,128.1866302
강원도 원주시 부론면 단강리 750-3,37.1463242,127.7973709
강원도 원주시 문막읍 반계리 1104-3,37.2921295,127.7901993
강원도 원주시 귀래면 귀래리 536-10,37.2196884,127.8694305
강원도 원주시 태장2동 981-4,37.3751259,127.9512177
강원도 원주시 반곡관설동 1284-2,37.3094788,127.9754868
강원도 원주시 무실동 1912,37.3285942,127.927124
강원도 원주시 무실동 1808,37.3312798,127.9352417
강원도 원주시 무실동 1778,37.3374977,127.9312897
강원도 원주시 무실동 1868-4,37.327137,127.9311447
강원도 원주시 태장2동 산54-9,37.3800621,127.9510727
강원도 원주시 단구동 산85,37.3254509,127.9544144
강원도 원주시 단구동 산85,37.3252373,127.9544983
강원도 원주시 단구동 산85,37.3243561,127.9550858
강원도 원주시 단계동 1200-1,37.3542328,127.9172592
강원도 원주시 흥업면 흥업리 1840,37.3002472,127.9202042
강원도 원주시 흥업면 흥업리 1836,37.3006439,127.9208221
강원도 원주시 문막읍 건등리 1718,37.3117752,127.8171082
강원도 원주시 문막읍 건등리 1725,37.3134575,127.82164
강원도 원주시 소초면 수암리 1646,37.388382,127.9678497
강원도 원주시 소초면 장양리 산76-19,37.4127846,127.9749756
강원도 원주시 호저면 무장리 712-2,37.3934555,127.8934021
강원도 원주시 지정면 간현리 1228,37.3445358,127.8441544
강원도 원주시 지정면 간현리 1111,37.3486023,127.8512039
강원도 원주시 부론면 법천리 1404-2,37.2069588,127.7521286
강원도 원주시 부론면 손곡리 314-3,37.2212906,127.8135757
강원도 원주시 귀래면 귀래리 242-2,37.2225838,127.8954926
강원도 원주시 귀래면 주포리 246-3,37.1648102,127.869133
강원도 원주시 흥업면 흥업리 85-1,37.3013344,127.9229431
강원도 원주시 판부면 서곡리 419-11,37.3230591,127.9374542
강원도 원주시 신림면 용암리 1017,37.2039757,128.099762
강원도 원주시 신림면 구학리 252-3,37.2107048,128.0586243
강원도 원주시 중앙동 134-1,37.3510628,127.952713
강원도 원주시 원인동 38-16,37.3458366,127.9545364
강원도 원주시 개운동 428,37.3421135,127.9601669
강원도 원주시 명륜1동 303-45,37.341568,127.9544144
강원도 원주시 명륜2동 851-22,37.3259239,127.9406509
강원도 원주시 명륜2동 851-16,37.3275337,127.9431076
강원도 원주시 단구동 1591-51,37.3215065,127.9492798
강원도 원주시 단구동 1660,37.3209839,127.9580765
강원도 원주시 일산동 244-1,37.3516388,127.9404907
강원도 원주시 일산동 360,37.3449402,127.9438095
강원도 원주시 학성동 971-3,37.3577118,127.9377136
강원도 원주시 학성동 1031-1,37.354908,127.9375305
강원도 원주시 단계동 506-2,37.3567848,127.9281845
강원도 원주시 우산동 197-11,37.364357,127.9361801
강원도 원주시 태장1동 1346-9,37.3615685,127.951416
강원도 원주시 태장1동 1331,37.3551178,127.9601212
강원도 원주시 태장2동 66-7,37.3858643,127.9459534
강원도 원주시 태장2동 1166-5,37.386898,127.9538498
강원도 원주시 봉산동 902-18,37.3444519,127.9622498
강원도 원주시 봉산동 1180,37.3486595,127.9584732
강원도 원주시 행구동 1768-1,37.3454742,127.9758606
강원도 원주시 무실동 1870,37.3267632,127.9331665
강원도 원주시 단계동 1054,37.3371544,127.9335785
강원도 원주시 무실동 1255-1,37.3334694,127.919136
강원도 원주시 반곡관설동 1741-107,37.327095,127.9642944
강원도 원주시 반곡관설동 323-15,37.3022499,127.9825287
강원도 원주시 문막읍 건등리 1542-1,37.3169785,127.812561
강원도 원주시 문막읍 건등리 1738,37.3124733,127.8163757
강원도 원주시 문막읍 반계리 381-1,37.2894211,127.7867126
강원도 원주시 문막읍 문막리 270-2,37.305378,127.8162918
강원도 원주시 문막읍 취병리 896-19,37.3096504,127.8000488
강원도 원주시 소초면 흥양리 1772-57,37.3795815,128.0027008
강원도 원주시 소초면 장양3리 138-1,37.4153824,127.9667282
강원도 원주시 호저면 만종리 1250-1,37.3610687,127.9164352
강원도 원주시 호저면 만종리 920-1,37.3441925,127.897522
강원도 원주시 지정면 신평리 362-4,37.3693657,127.8952408
강원도 원주시 지정면 가곡리 1149,37.3634033,127.8630219
강원도 원주시 지정면 간현리 797-3,37.3645973,127.8379822
강원도 원주시 지정면 가곡리 814-15,37.3547935,127.8697433
강원도 원주시 지정면 신평리 225-3,37.366169,127.8969193
강원도 원주시 부론면 단강리 1443-3,37.1559258,127.7851944
강원도 원주시 부론면 손곡리 987-4,37.2345276,127.7961349
강원도 원주시 귀래면 운계리 810-3,37.1877022,127.8838654
강원도 원주시 귀래면 용암리 572-4,37.1572227,127.8427734
강원도 원주시 귀래면 운남리 95-1,37.1776962,127.9232941
강원도 원주시 흥업면 흥업리 1737-2,37.3051949,127.9118271
강원도 원주시 흥업면 흥업리 563-5,37.296936,127.917244
강원도 원주시 흥업면 매지리 산84-4,37.2582817,127.9077835
강원도 원주시 판부면 서곡리 1615-6,37.2837982,127.9407349
강원도 원주시 판부면 금대리  585-1,37.2743683,128.0127258
강원도 원주시 판부면 금대리  585-1,37.2741928,128.0104675
강원도 원주시 신림면 신림리 464-3,37.2347069,128.0696716
강원도 원주시 신림면 신림리 543-34,37.2305565,128.0821075
강원도 원주시 신림면 성남리 262-3,37.2557755,128.0823669
강원도 원주시 중앙동,37.3519859,127.9519043
강원도 원주시 중앙동 (평원동) 49,37.3504486,127.9537277
강원도 원주시 중앙동 (학성동) 410,37.3571968,127.9467926
강원도 원주시 중앙동 (평원동) 252-11,37.3517227,127.9527969
강원도 원주시 원인동 113-1,37.3420334,127.9472198
강원도 원주시 개운동 447-18,37.3308029,127.9507675
강원도 원주시 개운동 407,37.3390236,127.9570618
강원도 원주시 개운동 550,37.3378601,127.9591522
강원도 원주시 명륜1동 123-2,37.3402863,127.9511337
강원도 원주시 명륜1동 237-18,37.3382454,127.948555
강원도 원주시 명륜1동 264-4,37.3385277,127.9513855
강원도 원주시 명륜2동 825-17,37.3287354,127.9425354
강원도 원주시 명륜2동 532,37.3324203,127.94664
강원도 원주시 명륜2동 620-2,37.3313293,127.9425964
강원도 원주시 단구동 1064-4,37.3327332,127.9533081
강원도 원주시 단구동 690-7,37.3276253,127.9582825
강원도 원주시 단구동 148-36,37.3262939,127.9615936
강원도 원주시 단구동 1591-47,37.3219643,127.9442368
강원도 원주시 단구동 1437-45,37.3264542,127.958519
강원도 원주시 단구동 576,37.3313103,127.9557495
강원도 원주시 일산동,37.3506279,127.9473801
강원도 원주시 일산동,37.3470573,127.9461899
강원도 원주시 일산동,37.3501511,127.9384232
강원도 원주시 학성동 1016-66,37.3556519,127.940567
강원도 원주시 단계동,37.3582878,127.9347153
강원도 원주시 단계동,37.3491745,127.9240341
강원도 원주시 단계동 1137,37.3495941,127.9279175
강원도 원주시 단계동,37.3486671,127.9280167
강원도 원주시 단계동 509-7,37.3566933,127.9303436
강원도 원주시 우산동 (가현동) 443-3,37.3915024,127.9320679
강원도 원주시 우산동 333-24,37.3721886,127.9386673
강원도 원주시 태장2동 1002,37.3766289,127.9503632
강원도 원주시 태장2동 1002,37.3773232,127.9508514
강원도 원주시 태장2동 1430,37.3826141,127.9491348
강원도 원주시 태장2동 1432,37.3827209,127.9480209
강원도 원주시 봉산동 1110-5,37.3489075,127.9594803
강원도 원주시 봉산동 607-3,37.3554039,127.9761581
강원도 원주시 행구동 1267-5,37.3482475,127.9910812
강원도 원주시 행구동 249-3,37.3475761,128.0053711
강원도 원주시 무실동 1127-8,37.3264999,127.9202271
강원도 원주시 무실동 1868-5,37.3293343,127.9288025
강원도 원주시 무실동 916-8,37.3398857,127.9332733
강원도 원주시 무실동 (단계동) 929-14,37.3391457,127.9329758
강원도 원주시 무실동,37.3345222,127.9215317
강원도 원주시 반곡관설동,37.3071136,127.9851761
강원도 원주시 반곡관설동 1574-1,37.3127251,127.9630051
강원도 원주시 반곡관설동 1464-18,37.3219681,127.9623566
강원도 원주시 반곡관설동 678-6,37.3050461,127.9775543
강원도 원주시 반곡관설동 678-6,37.2969398,127.9891205
강원도 원주시 단계동 1104,37.348362,127.9267578
강원도 원주시 태장2동 473-4,37.3866234,127.9572067
강원도 원주시 흥업면 매지리 186-2,37.280014,127.9210281
강원도 원주시 문막읍 취병리 47-35,37.3008041,127.8016205
강원도 원주시 소초면 의관1리 220-1,37.4354286,127.97715
강원도 원주시 소초면 둔둔리 31-1,37.4482918,127.9900665
강원도 원주시 호저면 만종리 215-1,37.3665924,127.9147491
강원도 원주시 호저면 만종리 659-20,37.3521729,127.89991
강원도 원주시 지정면 안창리 796-1,37.3626175,127.7781906
강원도 원주시 부론면 법천리 1503-1,37.2122421,127.7505722
강원도 원주시 부론면 손곡리 875-3,37.221096,127.8002396
강원도 원주시 귀래면 주포리 379-2,37.1605225,127.852478
강원도 원주시 귀래면 주포리 305-3,37.1637001,127.8663025
강원도 원주시 흥업면 사제리 1055-4,37.3133926,127.8854446
강원도 원주시 흥업면 대안리 1752,37.2719917,127.8782883
강원도 원주시 신림면 금창리 721,37.2383003,128.0420532
강원도 원주시 신림면 송계리 803-3,37.2620163,128.1941681
강원도 원주시 학성동 360-9,37.3554993,127.9471664
강원도 원주시 개운동 453,37.3317528,127.950798
강원도 원주시 개운동 444-1,37.3324928,127.9523697
강원도 원주시 명륜2동,37.3384666,127.9489594
강원도 원주시 단구동 1625-15,37.3229485,127.9576645
강원도 원주시 단구동 587-1,37.3290558,127.9563599
강원도 원주시 일산동 228-1,37.3499718,127.9416962
강원도 원주시 일산동,37.3526764,127.946373
강원도 원주시 학성동 1065-2,37.3526611,127.9371567
강원도 원주시 학성동 1038-17,37.3537865,127.9417572
강원도 원주시 단계동 964,37.3490105,127.9313583
강원도 원주시 단계동 100-4,37.3573914,127.9349442
강원도 원주시 단계동 1086-1,37.3561821,127.9354858
강원도 원주시 우산동 301-7,37.366394,127.9396286
강원도 원주시 우산동 405-45,37.3824921,127.9407501
강원도 원주시 태장1동 819-34,37.3601303,127.9517822
강원도 원주시 태장1동 717-4,37.3592567,127.9589386
강원도 원주시 태장2동 2683,37.3832245,127.9469833
강원도 원주시 행구동 389-3,37.3587761,128.0060577
강원도 원주시 행구동 1836-51,37.3358154,127.9964905
강원도 원주시 무실동 826-2,37.3133621,127.9245987
강원도 원주시 무실동 818,37.3117218,127.9240265
강원도 원주시 반곡관설동,37.3306809,127.999321
강원도 원주시 반곡관설동,37.3343773,127.9672165
강원도 원주시 판부면 서곡리 1993,37.3201981,127.942627
강원도 원주시 문막읍 동화리 1002-3,37.33424,127.8336411
강원도 원주시 문막읍 동화리 1002-3,37.3342476,127.8335724
강원도 원주시 지정면 안창리 240,37.3526764,127.8257523
강원도 원주시 원인동 7-1,37.3431053,127.9478912
강원도 원주시 명륜1동 851-2,37.3308411,127.9457092
강원도 원주시 단구동 627-62,37.3289719,127.9587631
강원도 원주시 단구동 187-17,37.3290901,127.9607391
강원도 원주시 우산동 94-1,37.3655434,127.9394302
강원도 원주시 우산동 747-5,37.3661575,127.9327545
강원도 원주시 태장2동 1183-9,37.3874741,127.9510727
강원도 원주시 우산동 428-35,37.3830528,127.9405518
강원도 원주시 호저면 옥산리 우무개로 45-25,37.4295769,127.9221344
강원도 원주시 호저면 산현리 630,37.435833,127.8889694
강원도 원주시 문막읍 문막리 323-7,37.3069496,127.8123474
강원도 원주시 원인동 25-4,37.3471565,127.9548874
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 중앙동 62-62,37.3507347,127.9487839
강원도 원주시 문막읍 동화리 산166-2,37.3267212,127.8250809
강원도 원주시 호저면 만종리 산50,37.3461189,127.9162292
강원도 원주시 호저면 주산리 산120-2,37.4051895,127.9128723
강원도 원주시 신림면 성남리 48,37.2466812,128.1003113
강원도 원주시 단구동 1515-6,37.330204,127.9493484
강원도 원주시 단구동 447-9,37.3306808,127.9495926
강원도 원주시 개운동 381-10,37.3428192,127.955297
강원도 원주시 원인동 222-11,37.3465729,127.9530411
강원도 원주시 무실동 1641-11,37.3358498,127.9278259
강원도 원주시 우산동 234-3,37.3676414,127.9365768
강원도 원주시 단구동 1515-12,37.3310127,127.9480133
강원도 원주시 원인동 362,37.3472519,127.9485626
강원도 원주시 원인동 256-12,37.3460541,127.9467316
강원도 원주시 태장2동 1380-14,37.3843651,127.9475784
강원도 원주시 태장2동 1365-4,37.3862991,127.9481659
강원도 원주시 명륜2동 528,37.3338432,127.9429703
강원도 원주시 단구동 1515-7,37.3298416,127.9488602
강원도 원주시 무실동 1641-8,37.336998,127.9273834
강원도 원주시 무실동 1642-3,37.3361588,127.9292908
강원도 원주시 단구동 878-1,37.3236465,127.9587555
강원도 원주시 원인동 1619-4,37.345108,127.9541473
강원도 원주시 단구동 1026-8,37.3293915,127.950386
강원도 원주시 반곡관설동 1494-12,37.3206329,127.9647217
강원도 원주시 중앙동 115,37.3490906,127.949585
강원도 원주시 중앙동 28-9,37.3512459,127.9476929
강원도 원주시 일산동 20-2,37.347908,127.9490585
강원도 원주시 중앙동 310-16,37.3503265,127.951683
강원도 원주시 중앙동 184-3,37.3525734,127.9496536
강원도 원주시 일산동 126-9,37.3480034,127.9513245
강원도 원주시 중앙동 60-13,37.350029,127.9485397
강원도 원주시 학성동 290-16,37.355278,127.9445267
강원도 원주시 단계동 838-7,37.3478241,127.9305954
강원도 원주시 단계동 853-5,37.3453979,127.9316559
강원도 원주시 문막읍 동화리 1543,37.3262444,127.8294983
강원도 원주시 중앙동 105-2,37.3497086,127.9507217
강원도 원주시 단계동 878-1,37.3442307,127.9314651
강원도 원주시 학성동 311-23,37.3535576,127.9460144
강원도 원주시 중앙동 151-5,37.3488808,127.9527283
강원도 원주시 중앙동 45,37.3512154,127.9505234
강원도 원주시 중앙동 19-2,37.3515091,127.9490967
강원도 원주시 단계동 1160,37.3455544,127.9269257
강원도 원주시 단구동 1631-1,37.3231125,127.9571533
강원도 원주시 반곡관설동 1963-5,37.3314438,127.9904709
강원도 원주시 반곡관설동 1901-1,37.327198,127.985405
강원도 원주시 반곡관설동 1903-5,37.3276901,127.9874039
강원도 원주시 반곡관설동 1880-7,37.3253441,127.9821014
강원도 원주시 반곡관설동 1984-6,37.3240891,127.9874496
강원도 원주시 반곡관설동 2047-9,37.3232498,127.9796066
강원도 원주시 무실동 33-6,37.3341904,127.9317169
강원도 원주시 무실동 1852-4,37.3331032,127.930481
강원도 원주시 무실동 1842-5,37.3308487,127.9287262
강원도 원주시 명륜1동 307-40,37.341465,127.9405365
강원도 원주시 봉산동 1198-7,37.3421568,127.966011
강원도 원주시 우산동 818,37.3619118,127.9328537
강원도 원주시 단계동 1121-3,37.3464279,127.9273376
강원도 원주시 반곡관설동 1713-1,37.3167419,127.9674149
강원도 원주시 개운동 285-7,37.3389435,127.9521027
강원도 원주시 명륜1동 341,37.335701,127.9494095
강원도 원주시 명륜1동 279-11,37.3377724,127.9512482
강원도 원주시 명륜1동 303-13,37.3407745,127.9531708
강원도 원주시 단계동 881,37.3441238,127.929184
강원도 원주시 지정면 간현리 878-3,37.363224,127.837616
강원도 원주시 무실동 1784-1,37.3375206,127.9326859
강원도 원주시 명륜2동 850,37.3278351,127.9399033
강원도 원주시 개운동 453,37.3318977,127.9491043
강원도 원주시 문막읍 건등리 322-7,37.3189392,127.830925
강원도 원주시 반곡관설동 1901-6,37.32658,127.9865952
강원도 원주시 반곡관설동 2047-10,37.3227844,127.9815292
강원도 원주시 반곡관설동 1882-2,37.3242302,127.9778519
강원도 원주시 태장2동 540-6,37.3834076,127.9576797
강원도 원주시 중앙동 118-1,37.3489914,127.9512558
강원도 원주시 일산동 161-13,37.349102,127.9470673
강원도 원주시 우산동 261-1,37.3700676,127.9354248
강원도 원주시 무실동 1857-8,37.3344688,127.9303513
강원도 원주시 중앙동 188-1,37.3473282,127.9528198
강원도 원주시 단구동 1486-14,37.3184319,127.9696426
강원도 원주시 일산동 233-8,37.3490677,127.9408264
강원도 원주시 학성동 949-11,37.3593025,127.9412689
강원도 원주시 단계동 865-6,37.3462372,127.9286728
강원도 원주시 단계동 855-1,37.347477,127.9321594
강원도 원주시 반곡관설동,37.3248825,127.9897766
강원도 원주시 반곡관설동,37.3196793,127.9750824
강원도 원주시 반곡관설동,37.3230743,127.9818726
강원도 원주시 단구동 1591-64,37.3242874,127.9509201
강원도 원주시 무실동 1682,37.3371506,127.9260406
강원도 원주시 일산동,37.3503799,127.9475784
강원도 원주시 태장2동 1898,37.3990898,127.952507
강원도 원주시 명륜2동 847-2,37.3261108,127.9397583
강원도 원주시 단구동 1577-7,37.3223915,127.9500046
강원도 원주시 무실동 1663-1,37.333992,127.922493
강원도 원주시 개운동 439-1,37.3344345,127.9504929
강원도 원주시 봉산동 1120,37.3466034,127.9584961
강원도 원주시 태장2동 485,37.3854713,127.955864
강원도 원주시 태장2동 1031-11,37.3772621,127.9496841
강원도 원주시 명륜1동 259,37.339283,127.9465866
강원도 원주시 명륜2동 709,37.3329544,127.9391937
강원도 원주시 단구동 982-1,37.3253098,127.9513474
강원도 원주시 개운동 389,37.341404,127.9587402
강원도 원주시 반곡관설동 1450-1,37.3383827,127.9727249
강원도 원주시 반곡관설동 1721-1,37.3172684,127.9627075
강원도 원주시 반곡관설동 625-2,37.3077164,127.977356
강원도 원주시 단구동 106,37.321579,127.9641113
강원도 원주시 무실동 661-1,37.3261528,127.9217224
강원도 원주시 무실동 1716-2,37.3384476,127.920723
강원도 원주시 반곡관설동 1966,37.3329811,127.9921188
강원도 원주시 명륜2동 847-2,37.3270721,127.9388885
강원도 원주시 개운동 389,37.3428993,127.9576035
강원도 원주시 명륜2동 709,37.3320007,127.9401932
강원도 원주시 단구동 1678-2,37.3213272,127.9564133
강원도 원주시 단구동 61-31,37.3220749,127.9663544
강원도 원주시 봉산동 1192-2,37.3425255,127.9652557
강원도 원주시 단계동 94-19,37.3595848,127.9354553
강원도 원주시 봉산동 948-3,37.344223,127.965416
강원도 원주시 태장2동 949-3,37.3735542,127.9505234
강원도 원주시 봉산동 816-2,37.343071,127.9659653
강원도 원주시 태장1동 730-5,37.3558159,127.9570465
강원도 원주시 원인동 85-4,37.3456802,127.9531708
강원도 원주시 태장2동 1370-6,37.3848686,127.9503632
강원도 원주시 단구동 1460-22,37.3287048,127.9539108
강원도 원주시 학성동 159-9,37.3536301,127.951973
강원도 원주시 일산동 278,37.3472328,127.9433136
강원도 원주시 단계동 796,37.3432198,127.9387207
강원도 원주시 단계동 299-2,37.3424454,127.9375992
강원도 원주시 단계동 819,37.3504257,127.9290924
강원도 원주시 학성동 1054-1,37.3527718,127.9409637
강원도 원주시 단계동  93-2,37.3583832,127.9355774
강원도 원주시 호저면 주산리 521,37.411335,127.9255676
강원도 원주시 판부면 서곡리  1082-17,37.2975273,127.9376144
강원도 원주시 문막읍 문막리  1704,37.3128548,127.819725
강원도 원주시 부론면 법천리 1538-1,37.2076416,127.7498093
강원도 원주시 문막읍 비두1리  849,37.2623367,127.833931
강원도 원주시 지정면 신평2리  681-3,37.3844414,127.8915939
강원도 원주시 신림면 황둔리 375-1,37.2607956,128.1869354
강원도 원주시 지정면 간현리  539-1,37.3470306,127.8467941
강원도 원주시 호저면 만종리  610,37.3554039,127.9009018
강원도 원주시 소초면 둔둔리 985-5,37.4459457,127.9782562
강원도 원주시 소초면 학곡리 620,37.4368401,128.0554199
강원도 원주시 신림면 신림리  700-2,37.2299576,128.0784607
강원도 원주시 판부면 금대리  897-3,37.2884064,127.9953079
강원도 원주시 흥업면 매지리 1145,37.2693825,127.9056778
강원도 원주시 귀래면 운남리  947-15,37.1686249,127.884613
강원도 원주시 호저면 산현리  337,37.4255371,127.8939819
강원도 원주시 호저면 고산리  616-11,37.4462967,127.9287338
강원도 원주시 소초면 흥양리 871-4,37.3819237,127.9963989
강원도 원주시 학성동 1260,37.352253,127.9390106
강원도 원주시 소초면 평장리 791-3,37.4173927,128.0033112
강원도 원주시 흥업면 흥업리 1535-5,37.3068199,127.9099045
강원도 원주시 문막읍 반계리 1106-1,37.2922935,127.7911301
강원도 원주시 문막읍 동화리 1539-3,37.3237953,127.830452
강원도 원주시 단계동 573-7,37.3600197,127.9238739
강원도 원주시 문막읍 건등리 1710-7,37.3109818,127.8192368
강원도 원주시 일산동 801-27,37.3424492,127.9406891
강원도 원주시 일산동 114-1,37.3478165,127.9481201
강원도 원주시 학성동 973-18,37.3576775,127.9388733
강원도 원주시 단계동 938,37.3379097,127.9343414
강원도 원주시 중앙동 310-19,37.3501854,127.9523849
